origin_code,origin_name,origin_coords,origin_location,origin_lat,origin_lon,dest_code,dest_name,dest_coords,dest_location,route,route_locations,distance_mi,co2e_kg,co2e_kg_round,co2e_lb
WAS,"Washington, DC","(38.8979438, -77.0049635)","Washington, DC",38.8979438,-77.0049635,BCV,"Burke Centre, VA","(38.79738469999999, -77.2988534)","Burke, Virginia","Northeast Regional - Springfield, MA to Roanoke, VA","Northeast Regional - Springfield, MA to Roanoke, VA: Springfield, MA; Windsor Locks, CT; Windsor, CT; Hartford, CT; Berlin, CT; Meriden, CT; Wallingford, CT; New Haven, CT; Bridgeport, CT; Stamford, CT; New Rochelle, NY; New York, NY; Newark, NJ; Metropark, NJ; New Brunswick, NJ; Princeton Junction, NJ; Trenton, NJ; Cornwells Heights, PA; North Philadelphia, PA; Philadelphia, PA; Wilmington, DE; Newark, DE; Aberdeen, MD; Baltimore, MD; BWI Marshall Airport, MD; New Carrollton, MD; Washington, DC; Burke Centre, VA; Manassas, VA; Culpeper, VA; Charlottesville, VA; Lynchburg, VA; Roanoke, VA",21.87507768800497,3.9856391547545056,3,8
BCV,"Burke Centre, VA","(38.79738469999999, -77.2988534)","Burke, Virginia",38.79738469999999,-77.2988534,MSS,"Manassas, VA","(38.750134, -77.47272939999999)","Manassas, Virginia","Northeast Regional - Springfield, MA to Roanoke, VA","Northeast Regional - Springfield, MA to Roanoke, VA: Springfield, MA; Windsor Locks, CT; Windsor, CT; Hartford, CT; Berlin, CT; Meriden, CT; Wallingford, CT; New Haven, CT; Bridgeport, CT; Stamford, CT; New Rochelle, NY; New York, NY; Newark, NJ; Metropark, NJ; New Brunswick, NJ; Princeton Junction, NJ; Trenton, NJ; Cornwells Heights, PA; North Philadelphia, PA; Philadelphia, PA; Wilmington, DE; Newark, DE; Aberdeen, MD; Baltimore, MD; BWI Marshall Airport, MD; New Carrollton, MD; Washington, DC; Burke Centre, VA; Manassas, VA; Culpeper, VA; Charlottesville, VA; Lynchburg, VA; Roanoke, VA",14.434431323803604,2.6299533871970167,2,5
MSS,"Manassas, VA","(38.750134, -77.47272939999999)","Manassas, Virginia",38.750134,-77.47272939999999,CLP,"Culpeper, VA","(38.4721927, -77.9934482)","Culpeper, Virginia","Northeast Regional - Springfield, MA to Roanoke, VA","Northeast Regional - Springfield, MA to Roanoke, VA: Springfield, MA; Windsor Locks, CT; Windsor, CT; Hartford, CT; Berlin, CT; Meriden, CT; Wallingford, CT; New Haven, CT; Bridgeport, CT; Stamford, CT; New Rochelle, NY; New York, NY; Newark, NJ; Metropark, NJ; New Brunswick, NJ; Princeton Junction, NJ; Trenton, NJ; Cornwells Heights, PA; North Philadelphia, PA; Philadelphia, PA; Wilmington, DE; Newark, DE; Aberdeen, MD; Baltimore, MD; BWI Marshall Airport, MD; New Carrollton, MD; Washington, DC; Burke Centre, VA; Manassas, VA; Culpeper, VA; Charlottesville, VA; Lynchburg, VA; Roanoke, VA",38.603480422622745,7.033554133001864,7,15
CLP,"Culpeper, VA","(38.4721927, -77.9934482)","Culpeper, Virginia",38.4721927,-77.9934482,CVS,"Charlottesville, VA","(38.0314614, -78.4918209)","Charlottesville, Virginia","Northeast Regional - Springfield, MA to Roanoke, VA","Northeast Regional - Springfield, MA to Roanoke, VA: Springfield, MA; Windsor Locks, CT; Windsor, CT; Hartford, CT; Berlin, CT; Meriden, CT; Wallingford, CT; New Haven, CT; Bridgeport, CT; Stamford, CT; New Rochelle, NY; New York, NY; Newark, NJ; Metropark, NJ; New Brunswick, NJ; Princeton Junction, NJ; Trenton, NJ; Cornwells Heights, PA; North Philadelphia, PA; Philadelphia, PA; Wilmington, DE; Newark, DE; Aberdeen, MD; Baltimore, MD; BWI Marshall Airport, MD; New Carrollton, MD; Washington, DC; Burke Centre, VA; Manassas, VA; Culpeper, VA; Charlottesville, VA; Lynchburg, VA; Roanoke, VA",45.396519577377255,8.271245866998136,8,18
CVS,"Charlottesville, VA","(38.0314614, -78.4918209)","Charlottesville, Virginia",38.0314614,-78.4918209,LYH,"Lynchburg, VA","(37.4064294, -79.157102)","Lynchburg, Virginia","Northeast Regional - Springfield, MA to Roanoke, VA","Northeast Regional - Springfield, MA to Roanoke, VA: Springfield, MA; Windsor Locks, CT; Windsor, CT; Hartford, CT; Berlin, CT; Meriden, CT; Wallingford, CT; New Haven, CT; Bridgeport, CT; Stamford, CT; New Rochelle, NY; New York, NY; Newark, NJ; Metropark, NJ; New Brunswick, NJ; Princeton Junction, NJ; Trenton, NJ; Cornwells Heights, PA; North Philadelphia, PA; Philadelphia, PA; Wilmington, DE; Newark, DE; Aberdeen, MD; Baltimore, MD; BWI Marshall Airport, MD; New Carrollton, MD; Washington, DC; Burke Centre, VA; Manassas, VA; Culpeper, VA; Charlottesville, VA; Lynchburg, VA; Roanoke, VA",68.00932256059664,12.391298570540709,12,27
LYH,"Lynchburg, VA","(37.4064294, -79.157102)","Lynchburg, Virginia",37.4064294,-79.157102,RNK,"Roanoke, VA","(37.2732122, -79.9413831)","Roanoke, Virginia","Northeast Regional - Springfield, MA to Roanoke, VA","Northeast Regional - Springfield, MA to Roanoke, VA: Springfield, MA; Windsor Locks, CT; Windsor, CT; Hartford, CT; Berlin, CT; Meriden, CT; Wallingford, CT; New Haven, CT; Bridgeport, CT; Stamford, CT; New Rochelle, NY; New York, NY; Newark, NJ; Metropark, NJ; New Brunswick, NJ; Princeton Junction, NJ; Trenton, NJ; Cornwells Heights, PA; North Philadelphia, PA; Philadelphia, PA; Wilmington, DE; Newark, DE; Aberdeen, MD; Baltimore, MD; BWI Marshall Airport, MD; New Carrollton, MD; Washington, DC; Burke Centre, VA; Manassas, VA; Culpeper, VA; Charlottesville, VA; Lynchburg, VA; Roanoke, VA",55.845866998135484,10.175116967060285,10,22
RNK,"Roanoke, VA","(37.2732122, -79.9413831)","Roanoke, Virginia",37.2732122,-79.9413831,RNK,"Roanoke, VA","(37.2732122, -79.9413831)","Roanoke, Virginia","Northeast Regional - Springfield, MA to Roanoke, VA","Northeast Regional - Springfield, MA to Roanoke, VA: Springfield, MA; Windsor Locks, CT; Windsor, CT; Hartford, CT; Berlin, CT; Meriden, CT; Wallingford, CT; New Haven, CT; Bridgeport, CT; Stamford, CT; New Rochelle, NY; New York, NY; Newark, NJ; Metropark, NJ; New Brunswick, NJ; Princeton Junction, NJ; Trenton, NJ; Cornwells Heights, PA; North Philadelphia, PA; Philadelphia, PA; Wilmington, DE; Newark, DE; Aberdeen, MD; Baltimore, MD; BWI Marshall Airport, MD; New Carrollton, MD; Washington, DC; Burke Centre, VA; Manassas, VA; Culpeper, VA; Charlottesville, VA; Lynchburg, VA; Roanoke, VA",0.0,0.0,0,0
BOS,"Boston, MA","(42.348695, -71.059861)","Boston, Massachusetts",42.348695,-71.059861,BOS,"Boston, MA","(42.348695, -71.059861)","Boston, Massachusetts","Northeast Regional - Boston to Newport News, VA","Northeast Regional - Boston to Newport News, VA: Boston, MA; Route 128, MA; Providence, RI; Kingston, RI; Westerly, RI; Mystic, CT; New London, CT; Old Saybrook, CT; New Haven, CT; Bridgeport, CT; Stamford, CT; New Rochelle, NY; New York, NY; Newark, NJ; Metropark, NJ; New Brunswick, NJ; Princeton Junction, NJ; Trenton, NJ; Cornwells Heights, PA; North Philadelphia, PA; Philadelphia, PA; Wilmington, DE; Newark, DE; Aberdeen, MD; Baltimore, MD; BWI Marshall Airport, MD; New Carrollton, MD; Washington, DC; Alexandria, VA; Woodbridge, VA; Quantico, VA; Fredericksburg, VA; Ashland, VA; Richmond, VA; Williamsburg, VA; Newport News, VA",0.0,0.0,0,0
BOS,"Boston, MA","(42.348695, -71.059861)","Boston, Massachusetts",42.348695,-71.059861,RTE,"Route 128, MA","(42.2111905, -71.148665)","Westwood, Massachusetts","Northeast Regional - Boston to Newport News, VA","Northeast Regional - Boston to Newport News, VA: Boston, MA; Route 128, MA; Providence, RI; Kingston, RI; Westerly, RI; Mystic, CT; New London, CT; Old Saybrook, CT; New Haven, CT; Bridgeport, CT; Stamford, CT; New Rochelle, NY; New York, NY; Newark, NJ; Metropark, NJ; New Brunswick, NJ; Princeton Junction, NJ; Trenton, NJ; Cornwells Heights, PA; North Philadelphia, PA; Philadelphia, PA; Wilmington, DE; Newark, DE; Aberdeen, MD; Baltimore, MD; BWI Marshall Airport, MD; New Carrollton, MD; Washington, DC; Alexandria, VA; Woodbridge, VA; Quantico, VA; Fredericksburg, VA; Ashland, VA; Richmond, VA; Williamsburg, VA; Newport News, VA",17.25046612802983,3.1430349285270354,3,6
RTE,"Route 128, MA","(42.2111905, -71.148665)","Westwood, Massachusetts",42.2111905,-71.148665,PVD,"Providence, RI","(41.8305099, -71.4131785)","Providence, Rhode Island","Northeast Regional - Boston to Newport News, VA","Northeast Regional - Boston to Newport News, VA: Boston, MA; Route 128, MA; Providence, RI; Kingston, RI; Westerly, RI; Mystic, CT; New London, CT; Old Saybrook, CT; New Haven, CT; Bridgeport, CT; Stamford, CT; New Rochelle, NY; New York, NY; Newark, NJ; Metropark, NJ; New Brunswick, NJ; Princeton Junction, NJ; Trenton, NJ; Cornwells Heights, PA; North Philadelphia, PA; Philadelphia, PA; Wilmington, DE; Newark, DE; Aberdeen, MD; Baltimore, MD; BWI Marshall Airport, MD; New Carrollton, MD; Washington, DC; Alexandria, VA; Woodbridge, VA; Quantico, VA; Fredericksburg, VA; Ashland, VA; Richmond, VA; Williamsburg, VA; Newport News, VA",33.07893101305159,6.0269812305779995,6,13
PVD,"Providence, RI","(41.8305099, -71.4131785)","Providence, Rhode Island",41.8305099,-71.4131785,KIN,"Kingston, RI","(41.4839444, -71.55975049999999)","West Kingston, Rhode Island","Northeast Regional - Boston to Newport News, VA","Northeast Regional - Boston to Newport News, VA: Boston, MA; Route 128, MA; Providence, RI; Kingston, RI; Westerly, RI; Mystic, CT; New London, CT; Old Saybrook, CT; New Haven, CT; Bridgeport, CT; Stamford, CT; New Rochelle, NY; New York, NY; Newark, NJ; Metropark, NJ; New Brunswick, NJ; Princeton Junction, NJ; Trenton, NJ; Cornwells Heights, PA; North Philadelphia, PA; Philadelphia, PA; Wilmington, DE; Newark, DE; Aberdeen, MD; Baltimore, MD; BWI Marshall Airport, MD; New Carrollton, MD; Washington, DC; Alexandria, VA; Woodbridge, VA; Quantico, VA; Fredericksburg, VA; Ashland, VA; Richmond, VA; Williamsburg, VA; Newport News, VA",28.429459291485394,5.179847482908639,5,11
KIN,"Kingston, RI","(41.4839444, -71.55975049999999)","West Kingston, Rhode Island",41.4839444,-71.55975049999999,WLY,"Westerly, RI","(41.3813663, -71.82962719999999)","Westerly, Rhode Island","Northeast Regional - Boston to Newport News, VA","Northeast Regional - Boston to Newport News, VA: Boston, MA; Route 128, MA; Providence, RI; Kingston, RI; Westerly, RI; Mystic, CT; New London, CT; Old Saybrook, CT; New Haven, CT; Bridgeport, CT; Stamford, CT; New Rochelle, NY; New York, NY; Newark, NJ; Metropark, NJ; New Brunswick, NJ; Princeton Junction, NJ; Trenton, NJ; Cornwells Heights, PA; North Philadelphia, PA; Philadelphia, PA; Wilmington, DE; Newark, DE; Aberdeen, MD; Baltimore, MD; BWI Marshall Airport, MD; New Carrollton, MD; Washington, DC; Alexandria, VA; Woodbridge, VA; Quantico, VA; Fredericksburg, VA; Ashland, VA; Richmond, VA; Williamsburg, VA; Newport News, VA",21.835922933499067,3.97850515848353,3,8
WLY,"Westerly, RI","(41.3813663, -71.82962719999999)","Westerly, Rhode Island",41.3813663,-71.82962719999999,MYS,"Mystic, CT","(41.3514414, -71.96324249999999)","Mystic, Connecticut","Northeast Regional - Boston to Newport News, VA","Northeast Regional - Boston to Newport News, VA: Boston, MA; Route 128, MA; Providence, RI; Kingston, RI; Westerly, RI; Mystic, CT; New London, CT; Old Saybrook, CT; New Haven, CT; Bridgeport, CT; Stamford, CT; New Rochelle, NY; New York, NY; Newark, NJ; Metropark, NJ; New Brunswick, NJ; Princeton Junction, NJ; Trenton, NJ; Cornwells Heights, PA; North Philadelphia, PA; Philadelphia, PA; Wilmington, DE; Newark, DE; Aberdeen, MD; Baltimore, MD; BWI Marshall Airport, MD; New Carrollton, MD; Washington, DC; Alexandria, VA; Woodbridge, VA; Quantico, VA; Fredericksburg, VA; Ashland, VA; Richmond, VA; Williamsburg, VA; Newport News, VA",8.155997513983841,1.486022747047856,1,3
MYS,"Mystic, CT","(41.3514414, -71.96324249999999)","Mystic, Connecticut",41.3514414,-71.96324249999999,NLC,"New London, CT","(41.354225, -72.0925024)","New London, Connecticut","Northeast Regional - Boston to Newport News, VA","Northeast Regional - Boston to Newport News, VA: Boston, MA; Route 128, MA; Providence, RI; Kingston, RI; Westerly, RI; Mystic, CT; New London, CT; Old Saybrook, CT; New Haven, CT; Bridgeport, CT; Stamford, CT; New Rochelle, NY; New York, NY; Newark, NJ; Metropark, NJ; New Brunswick, NJ; Princeton Junction, NJ; Trenton, NJ; Cornwells Heights, PA; North Philadelphia, PA; Philadelphia, PA; Wilmington, DE; Newark, DE; Aberdeen, MD; Baltimore, MD; BWI Marshall Airport, MD; New Carrollton, MD; Washington, DC; Alexandria, VA; Woodbridge, VA; Quantico, VA; Fredericksburg, VA; Ashland, VA; Richmond, VA; Williamsburg, VA; Newport News, VA",10.591050341827222,1.9296893722809199,1,4
NLC,"New London, CT","(41.354225, -72.0925024)","New London, Connecticut",41.354225,-72.0925024,OSB,"Old Saybrook, CT","(41.30040959999999, -72.3771269)","Old Saybrook, Connecticut","Northeast Regional - Boston to Newport News, VA","Northeast Regional - Boston to Newport News, VA: Boston, MA; Route 128, MA; Providence, RI; Kingston, RI; Westerly, RI; Mystic, CT; New London, CT; Old Saybrook, CT; New Haven, CT; Bridgeport, CT; Stamford, CT; New Rochelle, NY; New York, NY; Newark, NJ; Metropark, NJ; New Brunswick, NJ; Princeton Junction, NJ; Trenton, NJ; Cornwells Heights, PA; North Philadelphia, PA; Philadelphia, PA; Wilmington, DE; Newark, DE; Aberdeen, MD; Baltimore, MD; BWI Marshall Airport, MD; New Carrollton, MD; Washington, DC; Alexandria, VA; Woodbridge, VA; Quantico, VA; Fredericksburg, VA; Ashland, VA; Richmond, VA; Williamsburg, VA; Newport News, VA",18.40211311373524,3.352865009322561,3,7
OSB,"Old Saybrook, CT","(41.30040959999999, -72.3771269)","Old Saybrook, Connecticut",41.30040959999999,-72.3771269,NHV,"New Haven, CT","(41.2973604, -72.9267668)","New Haven, Connecticut","Northeast Regional - Boston to Newport News, VA","Northeast Regional - Boston to Newport News, VA: Boston, MA; Route 128, MA; Providence, RI; Kingston, RI; Westerly, RI; Mystic, CT; New London, CT; Old Saybrook, CT; New Haven, CT; Bridgeport, CT; Stamford, CT; New Rochelle, NY; New York, NY; Newark, NJ; Metropark, NJ; New Brunswick, NJ; Princeton Junction, NJ; Trenton, NJ; Cornwells Heights, PA; North Philadelphia, PA; Philadelphia, PA; Wilmington, DE; Newark, DE; Aberdeen, MD; Baltimore, MD; BWI Marshall Airport, MD; New Carrollton, MD; Washington, DC; Alexandria, VA; Woodbridge, VA; Quantico, VA; Fredericksburg, VA; Ashland, VA; Richmond, VA; Williamsburg, VA; Newport News, VA",31.963952765692976,5.8238321939092605,5,12
NHV,"New Haven, CT","(41.2973604, -72.9267668)","New Haven, Connecticut",41.2973604,-72.9267668,BRP,"Bridgeport, CT","(41.1778574, -73.1873474)","Bridgeport, Connecticut","Northeast Regional - Boston to Newport News, VA","Northeast Regional - Boston to Newport News, VA: Boston, MA; Route 128, MA; Providence, RI; Kingston, RI; Westerly, RI; Mystic, CT; New London, CT; Old Saybrook, CT; New Haven, CT; Bridgeport, CT; Stamford, CT; New Rochelle, NY; New York, NY; Newark, NJ; Metropark, NJ; New Brunswick, NJ; Princeton Junction, NJ; Trenton, NJ; Cornwells Heights, PA; North Philadelphia, PA; Philadelphia, PA; Wilmington, DE; Newark, DE; Aberdeen, MD; Baltimore, MD; BWI Marshall Airport, MD; New Carrollton, MD; Washington, DC; Alexandria, VA; Woodbridge, VA; Quantico, VA; Fredericksburg, VA; Ashland, VA; Richmond, VA; Williamsburg, VA; Newport News, VA",18.413921690490987,3.355016532007458,3,7
BRP,"Bridgeport, CT","(41.1778574, -73.1873474)","Bridgeport, Connecticut",41.1778574,-73.1873474,STM,"Stamford, CT","(41.0468938, -73.5429146)","Stamford, Connecticut","Northeast Regional - Boston to Newport News, VA","Northeast Regional - Boston to Newport News, VA: Boston, MA; Route 128, MA; Providence, RI; Kingston, RI; Westerly, RI; Mystic, CT; New London, CT; Old Saybrook, CT; New Haven, CT; Bridgeport, CT; Stamford, CT; New Rochelle, NY; New York, NY; Newark, NJ; Metropark, NJ; New Brunswick, NJ; Princeton Junction, NJ; Trenton, NJ; Cornwells Heights, PA; North Philadelphia, PA; Philadelphia, PA; Wilmington, DE; Newark, DE; Aberdeen, MD; Baltimore, MD; BWI Marshall Airport, MD; New Carrollton, MD; Washington, DC; Alexandria, VA; Woodbridge, VA; Quantico, VA; Fredericksburg, VA; Ashland, VA; Richmond, VA; Williamsburg, VA; Newport News, VA",22.142324425108765,4.034331510254817,4,8
STM,"Stamford, CT","(41.0468938, -73.5429146)","Stamford, Connecticut",41.0468938,-73.5429146,NRO,"New Rochelle, NY","(40.9122131, -73.7838972)","New Rochelle, New York","Northeast Regional - Boston to Newport News, VA","Northeast Regional - Boston to Newport News, VA: Boston, MA; Route 128, MA; Providence, RI; Kingston, RI; Westerly, RI; Mystic, CT; New London, CT; Old Saybrook, CT; New Haven, CT; Bridgeport, CT; Stamford, CT; New Rochelle, NY; New York, NY; Newark, NJ; Metropark, NJ; New Brunswick, NJ; Princeton Junction, NJ; Trenton, NJ; Cornwells Heights, PA; North Philadelphia, PA; Philadelphia, PA; Wilmington, DE; Newark, DE; Aberdeen, MD; Baltimore, MD; BWI Marshall Airport, MD; New Carrollton, MD; Washington, DC; Alexandria, VA; Woodbridge, VA; Quantico, VA; Fredericksburg, VA; Ashland, VA; Richmond, VA; Williamsburg, VA; Newport News, VA",17.4449968924798,3.1784784338098198,3,6
NRO,"New Rochelle, NY","(40.9122131, -73.7838972)","New Rochelle, New York",40.9122131,-73.7838972,NYP,"New York, NY","(40.7509973, -73.9962784)","New York, New York","Northeast Regional - Boston to Newport News, VA","Northeast Regional - Boston to Newport News, VA: Boston, MA; Route 128, MA; Providence, RI; Kingston, RI; Westerly, RI; Mystic, CT; New London, CT; Old Saybrook, CT; New Haven, CT; Bridgeport, CT; Stamford, CT; New Rochelle, NY; New York, NY; Newark, NJ; Metropark, NJ; New Brunswick, NJ; Princeton Junction, NJ; Trenton, NJ; Cornwells Heights, PA; North Philadelphia, PA; Philadelphia, PA; Wilmington, DE; Newark, DE; Aberdeen, MD; Baltimore, MD; BWI Marshall Airport, MD; New Carrollton, MD; Washington, DC; Alexandria, VA; Woodbridge, VA; Quantico, VA; Fredericksburg, VA; Ashland, VA; Richmond, VA; Williamsburg, VA; Newport News, VA",22.935363579863267,4.178823244251087,4,9
NYP,"New York, NY","(40.7509973, -73.9962784)","New York, New York",40.7509973,-73.9962784,NWK,"Newark, NJ","(40.7344839, -74.1641817)","Newark, New Jersey","Northeast Regional - Boston to Newport News, VA","Northeast Regional - Boston to Newport News, VA: Boston, MA; Route 128, MA; Providence, RI; Kingston, RI; Westerly, RI; Mystic, CT; New London, CT; Old Saybrook, CT; New Haven, CT; Bridgeport, CT; Stamford, CT; New Rochelle, NY; New York, NY; Newark, NJ; Metropark, NJ; New Brunswick, NJ; Princeton Junction, NJ; Trenton, NJ; Cornwells Heights, PA; North Philadelphia, PA; Philadelphia, PA; Wilmington, DE; Newark, DE; Aberdeen, MD; Baltimore, MD; BWI Marshall Airport, MD; New Carrollton, MD; Washington, DC; Alexandria, VA; Woodbridge, VA; Quantico, VA; Fredericksburg, VA; Ashland, VA; Richmond, VA; Williamsburg, VA; Newport News, VA",13.971410814170293,2.5455910503418275,2,5
NWK,"Newark, NJ","(40.7344839, -74.1641817)","Newark, New Jersey",40.7344839,-74.1641817,MET,"Metropark, NJ","(40.5693929, -74.3176876)","Iselin, New Jersey","Northeast Regional - Boston to Newport News, VA","Northeast Regional - Boston to Newport News, VA: Boston, MA; Route 128, MA; Providence, RI; Kingston, RI; Westerly, RI; Mystic, CT; New London, CT; Old Saybrook, CT; New Haven, CT; Bridgeport, CT; Stamford, CT; New Rochelle, NY; New York, NY; Newark, NJ; Metropark, NJ; New Brunswick, NJ; Princeton Junction, NJ; Trenton, NJ; Cornwells Heights, PA; North Philadelphia, PA; Philadelphia, PA; Wilmington, DE; Newark, DE; Aberdeen, MD; Baltimore, MD; BWI Marshall Airport, MD; New Carrollton, MD; Washington, DC; Alexandria, VA; Woodbridge, VA; Quantico, VA; Fredericksburg, VA; Ashland, VA; Richmond, VA; Williamsburg, VA; Newport News, VA",19.64822871348664,3.5799072715972655,3,7
MET,"Metropark, NJ","(40.5693929, -74.3176876)","Iselin, New Jersey",40.5693929,-74.3176876,NBK,"New Brunswick, NJ","(40.4956355, -74.44751509999999)","New Brunswick, New Jersey","Northeast Regional - Boston to Newport News, VA","Northeast Regional - Boston to Newport News, VA: Boston, MA; Route 128, MA; Providence, RI; Kingston, RI; Westerly, RI; Mystic, CT; New London, CT; Old Saybrook, CT; New Haven, CT; Bridgeport, CT; Stamford, CT; New Rochelle, NY; New York, NY; Newark, NJ; Metropark, NJ; New Brunswick, NJ; Princeton Junction, NJ; Trenton, NJ; Cornwells Heights, PA; North Philadelphia, PA; Philadelphia, PA; Wilmington, DE; Newark, DE; Aberdeen, MD; Baltimore, MD; BWI Marshall Airport, MD; New Carrollton, MD; Washington, DC; Alexandria, VA; Woodbridge, VA; Quantico, VA; Fredericksburg, VA; Ashland, VA; Richmond, VA; Williamsburg, VA; Newport News, VA",11.80733374766936,2.1512962088253573,2,4
NBK,"New Brunswick, NJ","(40.4956355, -74.44751509999999)","New Brunswick, New Jersey",40.4956355,-74.44751509999999,PJC,"Princeton Junction, NJ","(40.3163507, -74.6228833)","Princeton Junction, New Jersey","Northeast Regional - Boston to Newport News, VA","Northeast Regional - Boston to Newport News, VA: Boston, MA; Route 128, MA; Providence, RI; Kingston, RI; Westerly, RI; Mystic, CT; New London, CT; Old Saybrook, CT; New Haven, CT; Bridgeport, CT; Stamford, CT; New Rochelle, NY; New York, NY; Newark, NJ; Metropark, NJ; New Brunswick, NJ; Princeton Junction, NJ; Trenton, NJ; Cornwells Heights, PA; North Philadelphia, PA; Philadelphia, PA; Wilmington, DE; Newark, DE; Aberdeen, MD; Baltimore, MD; BWI Marshall Airport, MD; New Carrollton, MD; Washington, DC; Alexandria, VA; Woodbridge, VA; Quantico, VA; Fredericksburg, VA; Ashland, VA; Richmond, VA; Williamsburg, VA; Newport News, VA",19.540087010565568,3.5602038533250466,3,7
PJC,"Princeton Junction, NJ","(40.3163507, -74.6228833)","Princeton Junction, New Jersey",40.3163507,-74.6228833,TRE,"Trenton, NJ","(40.2186223, -74.7539603)","Trenton, New Jersey","Northeast Regional - Boston to Newport News, VA","Northeast Regional - Boston to Newport News, VA: Boston, MA; Route 128, MA; Providence, RI; Kingston, RI; Westerly, RI; Mystic, CT; New London, CT; Old Saybrook, CT; New Haven, CT; Bridgeport, CT; Stamford, CT; New Rochelle, NY; New York, NY; Newark, NJ; Metropark, NJ; New Brunswick, NJ; Princeton Junction, NJ; Trenton, NJ; Cornwells Heights, PA; North Philadelphia, PA; Philadelphia, PA; Wilmington, DE; Newark, DE; Aberdeen, MD; Baltimore, MD; BWI Marshall Airport, MD; New Carrollton, MD; Washington, DC; Alexandria, VA; Woodbridge, VA; Quantico, VA; Fredericksburg, VA; Ashland, VA; Richmond, VA; Williamsburg, VA; Newport News, VA",12.342448725916718,2.248794157862026,2,4
TRE,"Trenton, NJ","(40.2186223, -74.7539603)","Trenton, New Jersey",40.2186223,-74.7539603,CWH,"Cornwells Heights, PA","(40.0717356, -74.9520878)","Cornwells Heights, Pennsylvania","Northeast Regional - Boston to Newport News, VA","Northeast Regional - Boston to Newport News, VA: Boston, MA; Route 128, MA; Providence, RI; Kingston, RI; Westerly, RI; Mystic, CT; New London, CT; Old Saybrook, CT; New Haven, CT; Bridgeport, CT; Stamford, CT; New Rochelle, NY; New York, NY; Newark, NJ; Metropark, NJ; New Brunswick, NJ; Princeton Junction, NJ; Trenton, NJ; Cornwells Heights, PA; North Philadelphia, PA; Philadelphia, PA; Wilmington, DE; Newark, DE; Aberdeen, MD; Baltimore, MD; BWI Marshall Airport, MD; New Carrollton, MD; Washington, DC; Alexandria, VA; Woodbridge, VA; Quantico, VA; Fredericksburg, VA; Ashland, VA; Richmond, VA; Williamsburg, VA; Newport News, VA",19.083903045369794,3.477087134866376,3,7
CWH,"Cornwells Heights, PA","(40.0717356, -74.9520878)","Cornwells Heights, Pennsylvania",40.0717356,-74.9520878,PHN,"North Philadelphia, PA","(39.9973546, -75.15538169999999)","Philadelphia, Pennsylvania","Northeast Regional - Boston to Newport News, VA","Northeast Regional - Boston to Newport News, VA: Boston, MA; Route 128, MA; Providence, RI; Kingston, RI; Westerly, RI; Mystic, CT; New London, CT; Old Saybrook, CT; New Haven, CT; Bridgeport, CT; Stamford, CT; New Rochelle, NY; New York, NY; Newark, NJ; Metropark, NJ; New Brunswick, NJ; Princeton Junction, NJ; Trenton, NJ; Cornwells Heights, PA; North Philadelphia, PA; Philadelphia, PA; Wilmington, DE; Newark, DE; Aberdeen, MD; Baltimore, MD; BWI Marshall Airport, MD; New Carrollton, MD; Washington, DC; Alexandria, VA; Woodbridge, VA; Quantico, VA; Fredericksburg, VA; Ashland, VA; Richmond, VA; Williamsburg, VA; Newport News, VA",15.241143567433188,2.776936357986327,2,6
PHN,"North Philadelphia, PA","(39.9973546, -75.15538169999999)","Philadelphia, Pennsylvania",39.9973546,-75.15538169999999,PHL,"Philadelphia, PA","(39.9557501, -75.1819889)","Philadelphia, Pennsylvania","Northeast Regional - Boston to Newport News, VA","Northeast Regional - Boston to Newport News, VA: Boston, MA; Route 128, MA; Providence, RI; Kingston, RI; Westerly, RI; Mystic, CT; New London, CT; Old Saybrook, CT; New Haven, CT; Bridgeport, CT; Stamford, CT; New Rochelle, NY; New York, NY; Newark, NJ; Metropark, NJ; New Brunswick, NJ; Princeton Junction, NJ; Trenton, NJ; Cornwells Heights, PA; North Philadelphia, PA; Philadelphia, PA; Wilmington, DE; Newark, DE; Aberdeen, MD; Baltimore, MD; BWI Marshall Airport, MD; New Carrollton, MD; Washington, DC; Alexandria, VA; Woodbridge, VA; Quantico, VA; Fredericksburg, VA; Ashland, VA; Richmond, VA; Williamsburg, VA; Newport News, VA",4.86202610316967,0.8858611559975139,0,1
PHL,"Philadelphia, PA","(39.9557501, -75.1819889)","Philadelphia, Pennsylvania",39.9557501,-75.1819889,WIL,"Wilmington, DE","(39.7369407, -75.55104829999999)","Wilmington, Delaware","Northeast Regional - Boston to Newport News, VA","Northeast Regional - Boston to Newport News, VA: Boston, MA; Route 128, MA; Providence, RI; Kingston, RI; Westerly, RI; Mystic, CT; New London, CT; Old Saybrook, CT; New Haven, CT; Bridgeport, CT; Stamford, CT; New Rochelle, NY; New York, NY; Newark, NJ; Metropark, NJ; New Brunswick, NJ; Princeton Junction, NJ; Trenton, NJ; Cornwells Heights, PA; North Philadelphia, PA; Philadelphia, PA; Wilmington, DE; Newark, DE; Aberdeen, MD; Baltimore, MD; BWI Marshall Airport, MD; New Carrollton, MD; Washington, DC; Alexandria, VA; Woodbridge, VA; Quantico, VA; Fredericksburg, VA; Ashland, VA; Richmond, VA; Williamsburg, VA; Newport News, VA",29.102548166563082,5.302484275947793,5,11
